order_id,customer_id,order_date,product_id,quantity,order_status,discount,return_id,return_reason,feedback
2194,765,2021-11-03,306,1,Returned,0.07,737,Incorrect item,Quick process
2195,33,2021-10-11,131,4,Returned,0.12,738,Damaged,Delayed refund
2196,8,2022-06-01,43,3,Returned,0.05,739,Incorrect item,Delayed refund
2197,744,2019-04-02,375,3,Returned,0.09,740,Not satisfied,Quick process
2201,156,2019-09-20,218,4,Returned,0.12,741,Not satisfied,Quick process
2202,887,2018-04-09,498,4,Returned,0.24,742,Not satisfied,Delayed refund
2209,665,2020-11-24,242,1,Returned,0.28,743,Incorrect item,Happy with return
2210,172,2021-12-01,85,1,Returned,0.16,744,Incorrect item,Delayed refund
2216,879,2020-12-24,26,1,Returned,0.11,745,Incorrect item,Delayed refund
2217,651,2020-05-17,121,1,Returned,0.26,746,Damaged,Quick process
2219,806,2018-05-29,431,3,Returned,0.18,747,Damaged,Quick process
2220,846,2022-02-17,206,3,Returned,0.02,748,Incorrect item,Delayed refund
2222,688,2022-03-14,80,4,Returned,0.28,749,Incorrect item,Happy with return
2223,787,2018-06-09,491,1,Returned,0.24,750,Not satisfied,Happy with return
2228,840,2018-09-23,193,2,Returned,0.29,751,Damaged,Quick process
2236,860,2018-03-25,155,3,Returned,0.26,752,Incorrect item,Happy with return
2238,790,2020-06-02,270,1,Returned,0.19,753,Incorrect item,Happy with return
2242,863,2019-05-22,309,2,Returned,0.24,754,Incorrect item,Happy with return
2247,446,2020-05-29,193,3,Returned,0.13,755,Incorrect item,Quick process
2248,847,2020-02-18,123,4,Returned,0.2,756,Not satisfied,Delayed refund
2253,74,2019-04-23,172,2,Returned,0.18,757,Not satisfied,Delayed refund
2255,460,2018-07-27,357,2,Returned,0.16,758,Incorrect item,Quick process
2257,845,2022-07-16,67,3,Returned,0.07,759,Damaged,Happy with return
2260,39,2021-12-18,52,4,Returned,0.05,760,Not satisfied,Delayed refund
2261,703,2022-08-29,388,1,Returned,0.13,761,Incorrect item,Happy with return
2262,964,2018-06-15,228,1,Returned,0.17,762,Damaged,Delayed refund
2263,462,2019-01-27,294,4,Returned,0.3,763,Damaged,Delayed refund
2264,873,2019-04-25,231,2,Returned,0.06,764,Incorrect item,Quick process
2267,50,2018-02-24,375,1,Returned,0.28,765,Damaged,Quick process
2272,229,2022-04-21,213,1,Returned,0.02,766,Damaged,Delayed refund
2275,520,2019-02-16,15,1,Returned,0.23,767,Incorrect item,Happy with return
2276,871,2019-05-17,81,1,Returned,0.28,768,Not satisfied,Happy with return
2278,180,2018-10-24,356,1,Returned,0.29,769,Damaged,Delayed refund
2280,407,2018-04-22,314,1,Returned,0.29,770,Damaged,Delayed refund
2283,118,2022-05-02,424,2,Returned,0.26,771,Incorrect item,Happy with return
2285,345,2020-05-27,62,3,Returned,0.19,772,Damaged,Delayed refund
2286,801,2022-03-21,407,1,Returned,0.13,773,Not satisfied,Delayed refund
2287,828,2019-10-27,200,1,Returned,0.15,774,Not satisfied,Quick process
2289,202,2019-11-19,428,1,Returned,0.23,775,Damaged,Quick process
2298,609,2021-11-03,456,2,Returned,0.15,776,Incorrect item,Happy with return
2315,397,2020-12-06,159,1,Returned,0.19,777,Damaged,Happy with return
2321,610,2021-05-04,87,2,Returned,0.03,778,Damaged,Quick process
2323,426,2020-03-30,105,2,Returned,0,779,Incorrect item,Happy with return
2330,212,2021-09-23,128,4,Returned,0.18,780,Damaged,Delayed refund
2334,95,2020-03-10,275,4,Returned,0.28,781,Incorrect item,Quick process
2336,187,2021-07-27,184,2,Returned,0.19,782,Not satisfied,Happy with return
2339,435,2020-08-12,23,1,Returned,0.05,783,Damaged,Quick process
2340,908,2019-04-11,7,4,Returned,0.03,784,Incorrect item,Happy with return
2343,272,2022-08-27,410,1,Returned,0.29,785,Not satisfied,Quick process
2346,404,2018-08-28,258,2,Returned,0.24,786,Incorrect item,Delayed refund
2347,872,2018-05-23,137,3,Returned,0.27,787,Not satisfied,Delayed refund
2351,288,2020-05-08,115,1,Returned,0.16,788,Not satisfied,Quick process
2355,304,2022-04-21,101,1,Returned,0.08,789,Damaged,Quick process
2359,546,2022-11-15,352,1,Returned,0.21,790,Incorrect item,Happy with return
2364,656,2021-09-21,382,2,Returned,0.1,791,Not satisfied,Quick process
2366,481,2021-05-25,406,4,Returned,0.27,792,Incorrect item,Quick process
2369,686,2018-07-08,391,1,Returned,0.18,793,Not satisfied,Delayed refund
2370,907,2020-11-11,59,2,Returned,0.18,794,Damaged,Quick process
2374,684,2019-07-04,127,2,Returned,0.2,795,Incorrect item,Delayed refund
2375,125,2018-10-02,443,1,Returned,0.1,796,Damaged,Delayed refund
2380,806,2019-05-02,103,2,Returned,0.14,797,Incorrect item,Delayed refund
2381,214,2020-03-25,336,2,Returned,0.03,798,Damaged,Quick process
2385,913,2021-10-02,74,3,Returned,0.26,799,Not satisfied,Delayed refund
2390,729,2020-01-15,107,1,Returned,0.09,800,Incorrect item,Quick process
2391,317,2020-05-06,237,2,Returned,0.04,801,Incorrect item,Quick process
2397,42,2018-08-29,135,4,Returned,0.19,802,Not satisfied,Happy with return
2398,534,2021-04-14,342,2,Returned,0.11,803,Damaged,Delayed refund
2399,65,2018-07-15,67,1,Returned,0.01,804,Damaged,Delayed refund
2408,621,2020-03-01,295,2,Returned,0.21,805,Incorrect item,Quick process
2409,541,2022-02-03,424,1,Returned,0.02,806,Incorrect item,Quick process
2424,623,2022-10-03,196,2,Returned,0.26,807,Incorrect item,Quick process
2426,232,2018-05-15,23,4,Returned,0.29,808,Damaged,Happy with return
2427,350,2018-04-18,392,3,Returned,0.09,809,Damaged,Delayed refund
2429,660,2022-05-13,120,2,Returned,0.13,810,Damaged,Delayed refund
2430,133,2021-06-16,418,4,Returned,0.12,811,Not satisfied,Happy with return
2431,519,2021-06-17,151,2,Returned,0.06,812,Damaged,Quick process
2432,374,2019-05-20,357,4,Returned,0.11,813,Incorrect item,Happy with return
2433,659,2021-07-03,297,1,Returned,0.18,814,Not satisfied,Delayed refund
2437,950,2019-04-06,495,2,Returned,0.16,815,Not satisfied,Happy with return
2445,541,2022-09-06,469,2,Returned,0.1,816,Not satisfied,Quick process
2446,899,2021-12-01,175,2,Returned,0.27,817,Damaged,Delayed refund
2447,558,2020-07-24,240,4,Returned,0.27,818,Damaged,Delayed refund
2453,453,2021-08-01,179,3,Returned,0.25,819,Incorrect item,Quick process
2455,62,2019-09-22,368,2,Returned,0.21,820,Not satisfied,Happy with return
2465,443,2021-05-17,337,2,Returned,0.05,821,Not satisfied,Quick process
2468,23,2018-09-13,492,3,Returned,0.27,822,Damaged,Quick process
2472,270,2022-02-27,81,4,Returned,0.04,823,Not satisfied,Quick process
2475,196,2020-07-17,209,3,Returned,0.26,824,Not satisfied,Delayed refund
2478,661,2021-09-03,427,4,Returned,0.01,825,Damaged,Happy with return
2482,512,2021-09-09,498,4,Returned,0.29,826,Not satisfied,Delayed refund
2484,319,2020-05-28,436,2,Returned,0.01,827,Incorrect item,Happy with return
2485,35,2020-09-14,457,2,Returned,0.29,828,Not satisfied,Happy with return
2487,108,2019-05-05,72,2,Returned,0.26,829,Not satisfied,Delayed refund
2490,516,2019-02-08,434,1,Returned,0.04,830,Not satisfied,Happy with return
2491,860,2020-02-26,386,4,Returned,0.19,831,Incorrect item,Delayed refund
2492,104,2022-04-24,418,4,Returned,0.21,832,Not satisfied,Quick process
2493,226,2020-05-22,254,4,Returned,0.01,833,Not satisfied,Delayed refund
2497,543,2018-01-30,40,2,Returned,0,834,Not satisfied,Quick process
2498,92,2020-04-17,332,1,Returned,0.29,835,Damaged,Delayed refund
2499,644,2022-08-05,283,4,Returned,0.07,836,Incorrect item,Delayed refund
2500,216,2019-10-22,344,3,Returned,0.03,837,Incorrect item,Happy with return
2503,124,2018-12-17,345,1,Returned,0.21,838,Not satisfied,Delayed refund
2504,462,2021-03-09,148,4,Returned,0.18,839,Damaged,Delayed refund
2506,147,2022-11-07,34,3,Returned,0.13,840,Not satisfied,Quick process
2514,22,2020-03-06,65,3,Returned,0.08,841,Not satisfied,Delayed refund
2515,89,2020-10-10,340,2,Returned,0.24,842,Incorrect item,Quick process
2518,561,2021-08-06,143,2,Returned,0.2,843,Not satisfied,Quick process
2520,176,2021-11-20,85,2,Returned,0.08,844,Not satisfied,Delayed refund
2525,350,2020-03-19,462,2,Returned,0.03,845,Damaged,Happy with return
2526,326,2020-03-22,41,1,Returned,0.07,846,Incorrect item,Quick process
2527,534,2021-10-09,337,1,Returned,0.2,847,Damaged,Delayed refund
2529,764,2018-09-14,36,2,Returned,0.12,848,Not satisfied,Quick process
2532,461,2022-11-24,202,4,Returned,0.16,849,Incorrect item,Delayed refund
2534,963,2022-02-21,244,3,Returned,0.05,850,Not satisfied,Happy with return
2540,605,2021-05-28,220,1,Returned,0.14,851,Damaged,Quick process
2541,319,2019-01-24,363,3,Returned,0.11,852,Not satisfied,Quick process
2542,191,2019-09-22,327,1,Returned,0.14,853,Not satisfied,Quick process
2545,399,2018-11-14,267,2,Returned,0.25,854,Damaged,Quick process
2546,432,2022-04-14,299,4,Returned,0.17,855,Not satisfied,Happy with return
2554,491,2019-12-20,285,2,Returned,0.2,856,Not satisfied,Delayed refund
2556,589,2020-07-04,221,1,Returned,0.28,857,Not satisfied,Delayed refund
2558,647,2022-03-20,142,2,Returned,0.29,858,Incorrect item,Delayed refund
2564,796,2022-09-26,353,4,Returned,0.25,859,Incorrect item,Quick process
2568,383,2020-02-10,302,3,Returned,0.1,860,Not satisfied,Delayed refund
2572,290,2022-10-11,407,1,Returned,0.07,861,Not satisfied,Happy with return
2573,39,2022-05-26,32,2,Returned,0.01,862,Incorrect item,Quick process
2586,89,2019-04-07,337,4,Returned,0.15,863,Damaged,Quick process
2588,815,2020-09-11,496,1,Returned,0.03,864,Not satisfied,Quick process
2589,323,2019-09-26,397,1,Returned,0.25,865,Incorrect item,Happy with return
2596,843,2022-03-12,352,2,Returned,0.17,866,Incorrect item,Delayed refund
2604,631,2020-11-02,29,1,Returned,0.25,867,Damaged,Delayed refund
2612,274,2018-12-17,422,4,Returned,0.14,868,Damaged,Delayed refund
2616,725,2019-04-16,346,1,Returned,0.23,869,Not satisfied,Quick process
2618,458,2022-03-22,109,2,Returned,0.23,870,Damaged,Delayed refund
2624,833,2018-04-11,345,2,Returned,0.05,871,Damaged,Delayed refund
2635,65,2020-04-28,400,3,Returned,0.26,872,Incorrect item,Happy with return
2637,385,2021-03-03,282,4,Returned,0.12,873,Incorrect item,Quick process
2640,458,2019-06-02,237,1,Returned,0.09,874,Incorrect item,Delayed refund
2642,190,2018-06-14,44,2,Returned,0.1,875,Damaged,Happy with return
2658,588,2020-12-20,7,3,Returned,0.06,876,Damaged,Quick process
2659,423,2018-03-05,376,2,Returned,0.23,877,Incorrect item,Happy with return
2661,904,2020-07-16,1,2,Returned,0.07,878,Not satisfied,Quick process
2664,828,2020-09-09,244,3,Returned,0.27,879,Incorrect item,Delayed refund
2667,821,2021-03-17,36,3,Returned,0.27,880,Incorrect item,Happy with return
2670,700,2020-03-02,177,2,Returned,0.18,881,Not satisfied,Happy with return
2672,343,2018-03-01,144,2,Returned,0.06,882,Damaged,Quick process
2674,321,2018-04-11,198,1,Returned,0.27,883,Not satisfied,Quick process
2675,511,2020-02-07,364,4,Returned,0.1,884,Damaged,Happy with return
2676,513,2019-10-30,410,3,Returned,0.28,885,Not satisfied,Quick process
2678,635,2018-08-05,467,2,Returned,0.2,886,Not satisfied,Happy with return
2681,144,2022-09-17,1,2,Returned,0.28,887,Incorrect item,Happy with return
2682,852,2021-10-16,85,1,Returned,0.27,888,Damaged,Happy with return
2685,997,2020-06-09,203,4,Returned,0.22,889,Incorrect item,Delayed refund
2686,834,2021-08-29,465,3,Returned,0.28,890,Not satisfied,Happy with return
2688,796,2020-12-19,236,4,Returned,0.22,891,Incorrect item,Quick process
2690,523,2019-12-04,431,3,Returned,0.13,892,Damaged,Delayed refund
2693,419,2019-07-09,309,1,Returned,0.12,893,Damaged,Quick process
2702,272,2018-03-27,318,4,Returned,0.2,894,Damaged,Delayed refund
2703,890,2019-10-07,343,2,Returned,0.22,895,Damaged,Happy with return
2706,980,2020-08-10,384,3,Returned,0.24,896,Incorrect item,Delayed refund
2708,394,2022-06-11,309,4,Returned,0.21,897,Not satisfied,Quick process
2712,518,2022-02-23,137,3,Returned,0.02,898,Not satisfied,Delayed refund
2716,932,2019-05-27,379,2,Returned,0.26,899,Damaged,Happy with return
2718,36,2019-06-01,188,2,Returned,0.16,900,Damaged,Quick process
2720,857,2018-01-07,209,3,Returned,0.22,901,Not satisfied,Happy with return
2722,557,2019-02-26,124,1,Returned,0.19,902,Incorrect item,Quick process
2726,543,2022-09-21,326,4,Returned,0.25,903,Not satisfied,Delayed refund
2735,242,2020-12-30,443,1,Returned,0.28,904,Damaged,Quick process
2742,622,2018-10-12,228,3,Returned,0.05,905,Not satisfied,Happy with return
2748,977,2019-06-22,325,3,Returned,0.2,906,Incorrect item,Quick process
2752,509,2021-06-28,5,2,Returned,0.23,907,Damaged,Quick process
2755,397,2018-06-18,366,4,Returned,0.25,908,Incorrect item,Quick process
2756,173,2018-06-05,239,2,Returned,0.26,909,Incorrect item,Quick process
2764,777,2019-11-25,450,3,Returned,0.29,910,Not satisfied,Quick process
2767,447,2019-07-20,312,3,Returned,0.16,911,Not satisfied,Happy with return
2769,574,2019-01-31,35,1,Returned,0.25,912,Not satisfied,Quick process
2771,598,2020-12-17,391,2,Returned,0.11,913,Damaged,Delayed refund
2772,671,2018-11-25,406,2,Returned,0.02,914,Incorrect item,Quick process
2774,138,2022-03-16,28,1,Returned,0.03,915,Damaged,Delayed refund
2780,282,2021-11-19,177,4,Returned,0.19,916,Damaged,Delayed refund
2785,840,2022-04-10,261,4,Returned,0.15,917,Not satisfied,Quick process
2786,605,2021-01-06,114,1,Returned,0.04,918,Incorrect item,Quick process
2787,581,2022-07-10,45,4,Returned,0.09,919,Not satisfied,Delayed refund
2789,527,2020-12-13,343,2,Returned,0.27,920,Not satisfied,Happy with return
2795,590,2020-11-16,222,1,Returned,0.26,921,Not satisfied,Delayed refund
2797,450,2018-06-18,284,3,Returned,0.2,922,Not satisfied,Happy with return
2798,724,2019-07-10,38,4,Returned,0.07,923,Incorrect item,Happy with return
2803,864,2018-05-04,378,3,Returned,0.02,924,Not satisfied,Delayed refund
2804,985,2022-12-06,335,4,Returned,0.07,925,Not satisfied,Quick process
2808,840,2020-08-24,464,3,Returned,0.19,926,Incorrect item,Happy with return
2810,202,2022-07-03,394,4,Returned,0.09,927,Not satisfied,Happy with return
2816,336,2022-04-03,400,1,Returned,0.24,928,Incorrect item,Delayed refund
2825,285,2018-05-31,228,1,Returned,0.2,929,Not satisfied,Delayed refund
2831,141,2021-05-20,122,4,Returned,0.28,930,Not satisfied,Quick process
2837,959,2021-04-24,270,3,Returned,0.28,931,Incorrect item,Happy with return
2839,655,2020-07-10,310,3,Returned,0.21,932,Not satisfied,Quick process
2840,766,2018-04-07,182,4,Returned,0,933,Not satisfied,Quick process
2841,540,2022-11-24,183,2,Returned,0.3,934,Damaged,Happy with return
2846,62,2019-09-20,53,4,Returned,0.05,935,Incorrect item,Happy with return
2848,228,2019-11-28,170,2,Returned,0.07,936,Damaged,Delayed refund
2849,883,2020-10-15,148,2,Returned,0.22,937,Damaged,Happy with return
2858,133,2021-02-04,83,3,Returned,0.29,938,Not satisfied,Happy with return
2863,950,2019-12-21,281,4,Returned,0.18,939,Incorrect item,Delayed refund
2867,270,2022-02-12,72,2,Returned,0.02,940,Damaged,Delayed refund
2870,686,2019-08-08,17,2,Returned,0.1,941,Not satisfied,Quick process
2873,663,2018-07-21,49,1,Returned,0.07,942,Not satisfied,Quick process
2875,836,2020-01-12,405,4,Returned,0.09,943,Damaged,Happy with return
2879,860,2020-04-02,156,4,Returned,0.16,944,Not satisfied,Delayed refund
2883,135,2019-01-14,393,4,Returned,0.19,945,Not satisfied,Quick process
2887,277,2019-09-07,29,1,Returned,0.24,946,Not satisfied,Quick process
2888,135,2022-05-22,338,4,Returned,0.16,947,Not satisfied,Quick process
2889,765,2019-04-09,130,3,Returned,0.08,948,Damaged,Happy with return
2903,646,2019-12-09,209,4,Returned,0.21,949,Incorrect item,Happy with return
2917,776,2019-04-28,42,3,Returned,0.08,950,Not satisfied,Quick process
2918,183,2019-08-16,193,3,Returned,0.21,951,Damaged,Delayed refund
2920,866,2022-04-20,241,3,Returned,0.12,952,Incorrect item,Quick process
2921,983,2019-02-15,174,1,Returned,0.26,953,Not satisfied,Delayed refund
2922,231,2020-10-13,400,2,Returned,0.04,954,Damaged,Happy with return
2926,550,2021-06-06,145,3,Returned,0.18,955,Incorrect item,Delayed refund
2927,850,2018-07-04,65,2,Returned,0.14,956,Incorrect item,Delayed refund
2929,611,2022-01-11,266,1,Returned,0.09,957,Not satisfied,Happy with return
2934,169,2022-03-23,429,3,Returned,0.19,958,Not satisfied,Happy with return
2937,683,2019-10-12,227,3,Returned,0.2,959,Damaged,Quick process
2938,688,2021-10-09,187,1,Returned,0.02,960,Incorrect item,Happy with return
2939,835,2019-07-28,33,3,Returned,0.24,961,Not satisfied,Delayed refund
2941,58,2019-02-09,377,4,Returned,0.09,962,Not satisfied,Happy with return
2943,17,2020-01-09,183,3,Returned,0.13,963,Damaged,Quick process
2945,229,2019-08-25,171,2,Returned,0.12,964,Not satisfied,Quick process
2951,967,2018-03-17,87,1,Returned,0.15,965,Incorrect item,Happy with return
2954,269,2018-05-14,161,4,Returned,0.24,966,Incorrect item,Delayed refund
2959,713,2022-04-20,220,1,Returned,0.26,967,Not satisfied,Happy with return
2962,275,2019-09-04,294,4,Returned,0.21,968,Incorrect item,Delayed refund
2975,105,2022-01-15,333,4,Returned,0.15,969,Incorrect item,Happy with return
2989,305,2022-05-02,89,1,Returned,0.27,970,Damaged,Happy with return
2990,974,2021-05-02,414,4,Returned,0.19,971,Not satisfied,Quick process
2993,55,2018-11-29,399,2,Returned,0.09,972,Damaged,Delayed refund
3000,665,2021-03-01,363,3,Returned,0.1,973,Not satisfied,Quick process
3001,128,2021-05-02,52,1,Returned,0.22,974,Not satisfied,Delayed refund
3003,585,2020-05-27,102,3,Returned,0.3,975,Not satisfied,Quick process
3005,537,2019-05-14,110,1,Returned,0.04,976,Not satisfied,Quick process
3006,886,2018-05-20,415,3,Returned,0.1,977,Damaged,Delayed refund
3008,178,2021-03-18,416,1,Returned,0.21,978,Incorrect item,Happy with return
3011,889,2019-12-28,50,2,Returned,0.3,979,Incorrect item,Happy with return
3012,878,2019-09-21,179,1,Returned,0.02,980,Incorrect item,Quick process
3015,216,2021-12-24,270,4,Returned,0.25,981,Incorrect item,Delayed refund
3020,954,2022-01-08,89,2,Returned,0.16,982,Incorrect item,Delayed refund
3021,721,2018-08-14,473,2,Returned,0.26,983,Damaged,Delayed refund
3023,366,2018-12-09,193,2,Returned,0.24,984,Incorrect item,Delayed refund
3025,742,2020-08-19,459,3,Returned,0.12,985,Not satisfied,Happy with return
3029,454,2020-11-05,88,4,Returned,0.04,986,Incorrect item,Delayed refund
3032,149,2022-02-05,71,4,Returned,0.22,987,Incorrect item,Quick process
3033,170,2018-12-16,454,3,Returned,0,988,Incorrect item,Happy with return
3035,955,2021-11-13,484,4,Returned,0.13,989,Damaged,Delayed refund
3036,855,2019-12-07,399,3,Returned,0.16,990,Damaged,Delayed refund
3037,195,2019-08-05,493,1,Returned,0.02,991,Damaged,Delayed refund
3043,144,2020-12-31,202,2,Returned,0.15,992,Not satisfied,Quick process
3044,895,2021-02-07,192,1,Returned,0.09,993,Damaged,Happy with return
3054,995,2018-08-22,262,2,Returned,0.15,994,Not satisfied,Quick process
3056,832,2021-06-10,489,4,Returned,0.21,995,Damaged,Delayed refund
3057,277,2022-03-03,249,3,Returned,0.03,996,Not satisfied,Quick process
3059,848,2021-09-08,172,2,Returned,0.15,997,Damaged,Quick process
3064,112,2018-03-18,120,1,Returned,0.2,998,Incorrect item,Happy with return
3065,85,2020-10-24,19,4,Returned,0.01,999,Incorrect item,Quick process
3066,719,2021-11-10,129,3,Returned,0.28,1000,Damaged,Delayed refund
3067,906,2019-12-22,242,2,Returned,0.03,1001,Not satisfied,Delayed refund
3068,204,2020-01-13,482,4,Returned,0.23,1002,Damaged,Quick process
3072,702,2021-11-20,167,2,Returned,0.27,1003,Not satisfied,Quick process
3073,118,2020-05-06,357,3,Returned,0.17,1004,Incorrect item,Happy with return
3077,445,2022-02-13,89,1,Returned,0.04,1005,Not satisfied,Quick process
3088,478,2019-09-28,182,3,Returned,0.04,1006,Incorrect item,Quick process
3092,844,2022-12-03,200,1,Returned,0.09,1007,Not satisfied,Happy with return
3094,106,2020-11-06,216,1,Returned,0.27,1008,Incorrect item,Happy with return
3107,902,2018-06-25,85,1,Returned,0.05,1009,Incorrect item,Quick process
3108,607,2021-09-08,327,4,Returned,0.1,1010,Not satisfied,Quick process
3110,848,2021-08-08,409,3,Returned,0.25,1011,Incorrect item,Happy with return
3115,731,2020-12-06,157,1,Returned,0.08,1012,Not satisfied,Quick process
3116,74,2018-11-22,334,4,Returned,0.17,1013,Damaged,Happy with return
3117,238,2020-01-31,395,3,Returned,0.05,1014,Not satisfied,Delayed refund
3121,353,2019-12-19,28,2,Returned,0.08,1015,Damaged,Quick process
3124,381,2019-11-09,195,3,Returned,0.1,1016,Not satisfied,Quick process
3126,230,2018-01-09,233,2,Returned,0.18,1017,Damaged,Happy with return
3129,91,2022-06-19,311,4,Returned,0.25,1018,Damaged,Delayed refund
3132,725,2020-03-25,2,1,Returned,0.06,1019,Not satisfied,Happy with return
3134,270,2021-09-16,72,2,Returned,0.05,1020,Not satisfied,Quick process
3139,241,2022-11-04,432,1,Returned,0.02,1021,Damaged,Delayed refund
3141,339,2019-05-12,131,2,Returned,0.01,1022,Damaged,Happy with return
3142,598,2020-02-03,58,1,Returned,0.19,1023,Incorrect item,Quick process
3145,516,2022-03-01,379,1,Returned,0.03,1024,Damaged,Happy with return
3149,903,2018-08-11,357,4,Returned,0.27,1025,Damaged,Quick process
3156,994,2019-04-20,429,1,Returned,0.27,1026,Incorrect item,Delayed refund
3160,693,2018-03-18,105,3,Returned,0.02,1027,Damaged,Quick process
3171,987,2022-09-06,319,2,Returned,0.21,1028,Not satisfied,Happy with return
3173,14,2021-10-28,414,2,Returned,0.03,1029,Incorrect item,Delayed refund
3174,53,2021-07-15,288,2,Returned,0.1,1030,Damaged,Happy with return
3175,349,2019-02-10,161,3,Returned,0.15,1031,Not satisfied,Quick process
3176,533,2022-01-23,496,2,Returned,0.26,1032,Damaged,Delayed refund
3187,754,2022-06-18,439,4,Returned,0.03,1033,Incorrect item,Delayed refund
3188,946,2018-03-14,387,2,Returned,0.17,1034,Not satisfied,Delayed refund
3192,147,2018-05-17,64,2,Returned,0.14,1035,Damaged,Delayed refund
3196,94,2020-08-01,299,1,Returned,0.06,1036,Damaged,Delayed refund
3200,625,2019-06-20,359,4,Returned,0.23,1037,Incorrect item,Delayed refund
3202,200,2022-02-25,15,3,Returned,0.19,1038,Not satisfied,Happy with return
3204,584,2021-12-24,381,1,Returned,0.12,1039,Not satisfied,Happy with return
3206,623,2021-10-30,407,3,Returned,0.14,1040,Incorrect item,Happy with return
3207,879,2019-05-11,453,1,Returned,0.2,1041,Incorrect item,Quick process
3209,722,2021-07-02,38,1,Returned,0.25,1042,Incorrect item,Delayed refund
3210,659,2022-06-09,53,1,Returned,0.17,1043,Incorrect item,Quick process
3211,498,2021-01-03,247,3,Returned,0.29,1044,Not satisfied,Delayed refund
3212,317,2018-03-27,375,1,Returned,0.11,1045,Damaged,Delayed refund
3213,822,2018-04-09,203,1,Returned,0.18,1046,Not satisfied,Happy with return
3214,153,2020-04-08,195,3,Returned,0.07,1047,Damaged,Happy with return
3215,306,2021-05-28,333,2,Returned,0.23,1048,Not satisfied,Quick process
3217,958,2020-08-22,479,4,Returned,0.19,1049,Not satisfied,Happy with return
3219,654,2019-08-01,438,1,Returned,0.07,1050,Incorrect item,Happy with return
3224,220,2020-06-27,198,1,Returned,0.18,1051,Incorrect item,Happy with return
3226,138,2022-11-27,319,3,Returned,0.25,1052,Not satisfied,Delayed refund
3228,682,2020-04-07,121,4,Returned,0.17,1053,Damaged,Happy with return
3229,112,2021-06-18,172,3,Returned,0.11,1054,Not satisfied,Happy with return
3230,89,2021-12-14,56,4,Returned,0.18,1055,Damaged,Happy with return
3231,653,2020-01-07,111,1,Returned,0.2,1056,Not satisfied,Delayed refund
3236,147,2019-06-19,145,4,Returned,0.15,1057,Incorrect item,Happy with return
3238,559,2018-06-12,492,2,Returned,0.1,1058,Not satisfied,Happy with return
3239,661,2020-07-17,327,4,Returned,0.09,1059,Not satisfied,Delayed refund
3241,451,2018-08-03,273,4,Returned,0.11,1060,Damaged,Happy with return
3246,550,2019-08-03,214,2,Returned,0.09,1061,Incorrect item,Quick process
3247,698,2018-08-27,317,2,Returned,0.23,1062,Damaged,Delayed refund
3248,615,2021-01-24,413,1,Returned,0.03,1063,Not satisfied,Delayed refund
3250,248,2020-02-19,315,2,Returned,0.07,1064,Not satisfied,Delayed refund
3251,56,2020-10-29,104,1,Returned,0.01,1065,Incorrect item,Happy with return
3254,227,2021-11-13,259,4,Returned,0.06,1066,Incorrect item,Quick process
3255,409,2018-07-15,30,3,Returned,0.06,1067,Damaged,Quick process
3256,450,2020-03-10,389,3,Returned,0.14,1068,Not satisfied,Quick process
3261,64,2019-10-29,225,3,Returned,0.12,1069,Incorrect item,Quick process
3262,26,2020-04-02,432,4,Returned,0.23,1070,Damaged,Delayed refund
3263,403,2021-10-02,462,3,Returned,0.29,1071,Not satisfied,Quick process
3265,832,2018-11-13,397,2,Returned,0.28,1072,Not satisfied,Quick process
3266,485,2021-07-08,31,3,Returned,0.17,1073,Incorrect item,Delayed refund
3269,945,2018-05-07,498,2,Returned,0.12,1074,Damaged,Happy with return
3271,764,2018-09-06,93,1,Returned,0.01,1075,Damaged,Happy with return
3273,177,2021-08-27,411,2,Returned,0.02,1076,Damaged,Delayed refund
3275,722,2018-04-09,157,3,Returned,0.22,1077,Incorrect item,Happy with return
3276,573,2022-03-10,326,1,Returned,0.26,1078,Incorrect item,Delayed refund
3277,555,2019-06-06,90,3,Returned,0.08,1079,Damaged,Quick process
3280,261,2019-12-05,75,4,Returned,0.08,1080,Not satisfied,Quick process
3282,369,2018-05-17,453,3,Returned,0.16,1081,Not satisfied,Quick process
3285,8,2021-12-11,401,2,Returned,0.12,1082,Incorrect item,Quick process
3286,112,2020-01-25,432,3,Returned,0.05,1083,Damaged,Delayed refund
3287,63,2022-07-19,292,4,Returned,0.15,1084,Damaged,Quick process
3288,241,2018-01-20,115,3,Returned,0.11,1085,Incorrect item,Happy with return
3290,122,2018-03-18,193,1,Returned,0.03,1086,Incorrect item,Quick process
3296,954,2022-04-17,84,4,Returned,0.07,1087,Not satisfied,Happy with return
3302,756,2019-08-03,311,1,Returned,0.09,1088,Incorrect item,Happy with return
3303,416,2022-04-16,111,2,Returned,0.24,1089,Incorrect item,Happy with return
3308,580,2018-01-13,336,2,Returned,0.08,1090,Damaged,Quick process
3315,803,2022-08-09,453,1,Returned,0.18,1091,Incorrect item,Happy with return
3316,818,2019-07-30,345,4,Returned,0.17,1092,Not satisfied,Happy with return
3322,825,2020-07-27,57,3,Returned,0.14,1093,Incorrect item,Quick process
3324,834,2020-02-02,489,1,Returned,0.2,1094,Not satisfied,Quick process
3326,411,2018-03-05,184,1,Returned,0.22,1095,Not satisfied,Delayed refund
3328,924,2022-09-02,381,1,Returned,0.23,1096,Damaged,Delayed refund
3330,224,2019-06-29,265,3,Returned,0.19,1097,Damaged,Quick process
